Seq. ID.	Class	AMP Probability
LENGTH_5_SEQ_595	NAMP	0.47
LENGTH_5_SEQ_596	AMP	0.79
LENGTH_5_SEQ_597	AMP	0.75
LENGTH_5_SEQ_598	NAMP	0.29
LENGTH_5_SEQ_599	AMP	0.59
LENGTH_5_SEQ_600	AMP	0.82
LENGTH_5_SEQ_601	NAMP	0.28
LENGTH_5_SEQ_602	NAMP	0.27
LENGTH_5_SEQ_603	NAMP	0.19
LENGTH_5_SEQ_604	AMP	0.53
LENGTH_5_SEQ_605	NAMP	0.12
LENGTH_5_SEQ_606	AMP	0.61
LENGTH_5_SEQ_607	NAMP	0.26
LENGTH_5_SEQ_608	NAMP	0.46
LENGTH_5_SEQ_609	AMP	0.87
LENGTH_5_SEQ_610	NAMP	0.49
LENGTH_5_SEQ_611	AMP	0.95
LENGTH_5_SEQ_612	NAMP	0.36
LENGTH_5_SEQ_613	NAMP	0.14
LENGTH_5_SEQ_614	NAMP	0.32
LENGTH_5_SEQ_615	AMP	0.55
LENGTH_5_SEQ_616	NAMP	0.43
LENGTH_5_SEQ_617	NAMP	0.29
LENGTH_5_SEQ_618	NAMP	0.32
LENGTH_5_SEQ_619	NAMP	0.47
LENGTH_5_SEQ_620	AMP	0.61
LENGTH_5_SEQ_621	NAMP	0.26
LENGTH_5_SEQ_622	NAMP	0.20
LENGTH_5_SEQ_623	NAMP	0.29
LENGTH_5_SEQ_624	AMP	0.58
LENGTH_5_SEQ_625	NAMP	0.44
LENGTH_5_SEQ_626	AMP	0.54
LENGTH_5_SEQ_627	NAMP	0.42
LENGTH_5_SEQ_628	NAMP	0.26
LENGTH_5_SEQ_629	AMP	0.75
LENGTH_5_SEQ_630	AMP	0.79
LENGTH_5_SEQ_631	NAMP	0.49
LENGTH_5_SEQ_632	AMP	0.52
LENGTH_5_SEQ_633	AMP	0.57
LENGTH_5_SEQ_634	AMP	0.56
LENGTH_5_SEQ_635	NAMP	0.22
LENGTH_5_SEQ_636	AMP	0.60
LENGTH_5_SEQ_637	AMP	0.53
LENGTH_5_SEQ_638	NAMP	0.28
LENGTH_5_SEQ_639	NAMP	0.25
LENGTH_5_SEQ_640	AMP	0.70
LENGTH_5_SEQ_641	AMP	0.83
LENGTH_5_SEQ_642	AMP	0.95
LENGTH_5_SEQ_643	NAMP	0.22
LENGTH_5_SEQ_644	AMP	0.54
LENGTH_5_SEQ_645	NAMP	0.47
LENGTH_5_SEQ_646	NAMP	0.42
LENGTH_5_SEQ_647	AMP	0.57
LENGTH_5_SEQ_648	NAMP	0.25
LENGTH_5_SEQ_649	AMP	0.75
LENGTH_5_SEQ_650	NAMP	0.47
LENGTH_5_SEQ_651	NAMP	0.24
LENGTH_5_SEQ_652	NAMP	0.20
LENGTH_5_SEQ_653	AMP	0.50
LENGTH_5_SEQ_654	AMP	0.71
LENGTH_5_SEQ_655	NAMP	0.27
LENGTH_5_SEQ_656	AMP	0.64
LENGTH_5_SEQ_657	NAMP	0.45
LENGTH_5_SEQ_658	AMP	0.83
LENGTH_5_SEQ_659	NAMP	0.33
LENGTH_5_SEQ_660	NAMP	0.14
LENGTH_5_SEQ_661	AMP	0.75
LENGTH_5_SEQ_662	NAMP	0.36
LENGTH_5_SEQ_663	AMP	0.52
LENGTH_5_SEQ_664	AMP	0.78
LENGTH_5_SEQ_665	NAMP	0.33
LENGTH_5_SEQ_666	AMP	0.50
LENGTH_5_SEQ_667	AMP	0.98
LENGTH_5_SEQ_668	AMP	0.59
LENGTH_5_SEQ_669	AMP	0.82
LENGTH_5_SEQ_670	AMP	0.61
LENGTH_5_SEQ_671	NAMP	0.46
LENGTH_5_SEQ_672	NAMP	0.49
LENGTH_5_SEQ_673	NAMP	0.11
LENGTH_5_SEQ_674	NAMP	0.22
LENGTH_5_SEQ_675	NAMP	0.09
LENGTH_5_SEQ_676	NAMP	0.28
LENGTH_5_SEQ_677	NAMP	0.21
LENGTH_5_SEQ_678	AMP	0.56
LENGTH_5_SEQ_679	AMP	0.51
LENGTH_5_SEQ_680	NAMP	0.33
LENGTH_5_SEQ_681	AMP	0.82
LENGTH_5_SEQ_682	NAMP	0.39
LENGTH_5_SEQ_683	AMP	0.86
LENGTH_5_SEQ_684	AMP	0.71
LENGTH_5_SEQ_685	NAMP	0.27
LENGTH_5_SEQ_686	AMP	0.82
LENGTH_5_SEQ_687	AMP	0.91
LENGTH_5_SEQ_688	AMP	0.71
LENGTH_5_SEQ_689	NAMP	0.29
LENGTH_5_SEQ_690	AMP	0.64
LENGTH_5_SEQ_691	AMP	0.94
LENGTH_5_SEQ_692	NAMP	0.30
LENGTH_5_SEQ_693	NAMP	0.26
LENGTH_5_SEQ_694	NAMP	0.41
LENGTH_5_SEQ_695	AMP	0.94
LENGTH_5_SEQ_696	AMP	0.68
LENGTH_5_SEQ_697	AMP	0.60
LENGTH_5_SEQ_698	NAMP	0.44
LENGTH_5_SEQ_699	NAMP	0.13
LENGTH_5_SEQ_700	NAMP	0.36
LENGTH_5_SEQ_701	AMP	0.64
LENGTH_5_SEQ_702	NAMP	0.30
LENGTH_5_SEQ_703	NAMP	0.46
LENGTH_5_SEQ_704	AMP	0.63
LENGTH_5_SEQ_705	AMP	0.73
LENGTH_5_SEQ_706	NAMP	0.39
LENGTH_5_SEQ_707	NAMP	0.47
LENGTH_5_SEQ_708	AMP	0.83
LENGTH_5_SEQ_709	AMP	0.92
LENGTH_5_SEQ_710	AMP	0.80
LENGTH_5_SEQ_711	AMP	0.76
LENGTH_5_SEQ_712	AMP	0.57
LENGTH_5_SEQ_713	AMP	0.51
LENGTH_5_SEQ_714	AMP	0.79
LENGTH_5_SEQ_715	AMP	0.83
LENGTH_5_SEQ_716	NAMP	0.14
LENGTH_5_SEQ_717	NAMP	0.19
LENGTH_5_SEQ_718	NAMP	0.19
LENGTH_5_SEQ_719	AMP	0.59
LENGTH_5_SEQ_720	NAMP	0.27
LENGTH_5_SEQ_721	NAMP	0.10
LENGTH_5_SEQ_722	AMP	0.90
LENGTH_5_SEQ_723	NAMP	0.34
LENGTH_5_SEQ_724	AMP	0.84
LENGTH_5_SEQ_725	AMP	0.78
LENGTH_5_SEQ_726	AMP	0.71
LENGTH_5_SEQ_727	AMP	0.90
LENGTH_5_SEQ_728	NAMP	0.34
LENGTH_5_SEQ_729	NAMP	0.09
LENGTH_5_SEQ_730	AMP	0.86
LENGTH_5_SEQ_731	AMP	0.51
LENGTH_5_SEQ_732	NAMP	0.37
LENGTH_5_SEQ_733	AMP	0.64
LENGTH_5_SEQ_734	AMP	0.70
LENGTH_5_SEQ_735	NAMP	0.20
LENGTH_5_SEQ_736	AMP	0.79
LENGTH_5_SEQ_737	NAMP	0.15
LENGTH_5_SEQ_738	AMP	0.79
LENGTH_5_SEQ_739	AMP	0.89
LENGTH_5_SEQ_740	NAMP	0.10
LENGTH_5_SEQ_741	AMP	0.65
LENGTH_5_SEQ_742	AMP	0.60
LENGTH_5_SEQ_743	AMP	0.64
LENGTH_5_SEQ_744	NAMP	0.29
LENGTH_5_SEQ_745	NAMP	0.39
LENGTH_5_SEQ_746	NAMP	0.42
LENGTH_5_SEQ_747	NAMP	0.22
LENGTH_5_SEQ_748	NAMP	0.36
LENGTH_5_SEQ_749	NAMP	0.14
LENGTH_5_SEQ_750	AMP	0.72
LENGTH_5_SEQ_751	NAMP	0.28
LENGTH_5_SEQ_752	AMP	0.76
LENGTH_5_SEQ_753	AMP	0.69
LENGTH_5_SEQ_754	NAMP	0.47
LENGTH_5_SEQ_755	AMP	0.54
LENGTH_5_SEQ_756	NAMP	0.15
LENGTH_5_SEQ_757	NAMP	0.27
LENGTH_5_SEQ_758	AMP	0.62
LENGTH_5_SEQ_759	NAMP	0.21
LENGTH_5_SEQ_760	AMP	0.63
LENGTH_5_SEQ_761	AMP	0.66
LENGTH_5_SEQ_762	AMP	0.66
LENGTH_5_SEQ_763	NAMP	0.25
LENGTH_5_SEQ_764	NAMP	0.17
LENGTH_5_SEQ_765	AMP	0.60
LENGTH_5_SEQ_766	AMP	0.53
LENGTH_5_SEQ_767	AMP	0.59
LENGTH_5_SEQ_768	AMP	0.66
LENGTH_5_SEQ_769	NAMP	0.42
LENGTH_5_SEQ_770	AMP	0.97
LENGTH_5_SEQ_771	NAMP	0.48
LENGTH_5_SEQ_772	NAMP	0.49
LENGTH_5_SEQ_773	NAMP	0.43
LENGTH_5_SEQ_774	AMP	0.72
LENGTH_5_SEQ_775	NAMP	0.19
LENGTH_5_SEQ_776	NAMP	0.37
LENGTH_5_SEQ_777	AMP	0.52
LENGTH_5_SEQ_778	NAMP	0.30
LENGTH_5_SEQ_779	AMP	0.65
LENGTH_5_SEQ_780	AMP	0.91
LENGTH_5_SEQ_781	AMP	0.55
LENGTH_5_SEQ_782	NAMP	0.21
LENGTH_5_SEQ_783	NAMP	0.39
LENGTH_5_SEQ_784	AMP	0.67
LENGTH_5_SEQ_785	AMP	0.91
LENGTH_5_SEQ_786	NAMP	0.41
LENGTH_5_SEQ_787	NAMP	0.15
LENGTH_5_SEQ_788	NAMP	0.26
LENGTH_5_SEQ_789	AMP	0.86
LENGTH_5_SEQ_790	AMP	0.85
LENGTH_5_SEQ_791	NAMP	0.39
LENGTH_5_SEQ_792	NAMP	0.40
LENGTH_5_SEQ_793	AMP	0.92
LENGTH_5_SEQ_794	NAMP	0.42
LENGTH_5_SEQ_795	NAMP	0.49
LENGTH_5_SEQ_796	NAMP	0.46
LENGTH_5_SEQ_797	NAMP	0.16
LENGTH_5_SEQ_798	NAMP	0.27
LENGTH_5_SEQ_799	AMP	0.67
LENGTH_5_SEQ_800	AMP	0.61
LENGTH_5_SEQ_801	AMP	0.84
LENGTH_5_SEQ_802	NAMP	0.23
LENGTH_5_SEQ_803	AMP	0.57
LENGTH_5_SEQ_804	AMP	0.50
LENGTH_5_SEQ_805	NAMP	0.22
LENGTH_5_SEQ_806	AMP	0.68
LENGTH_5_SEQ_807	AMP	0.83
LENGTH_5_SEQ_808	NAMP	0.25
LENGTH_5_SEQ_809	AMP	0.66
LENGTH_5_SEQ_810	NAMP	0.13
LENGTH_5_SEQ_811	NAMP	0.43
LENGTH_5_SEQ_812	AMP	0.64
LENGTH_5_SEQ_813	AMP	0.76
LENGTH_5_SEQ_814	AMP	0.56
LENGTH_5_SEQ_815	NAMP	0.48
LENGTH_5_SEQ_816	NAMP	0.31
LENGTH_5_SEQ_817	NAMP	0.26
LENGTH_5_SEQ_818	NAMP	0.14
LENGTH_5_SEQ_819	AMP	0.82
LENGTH_5_SEQ_820	AMP	0.88
LENGTH_5_SEQ_821	AMP	0.85
LENGTH_5_SEQ_822	NAMP	0.26
LENGTH_5_SEQ_823	AMP	0.64
LENGTH_5_SEQ_824	NAMP	0.39
LENGTH_5_SEQ_825	AMP	0.64
LENGTH_5_SEQ_826	NAMP	0.36
LENGTH_5_SEQ_827	AMP	0.67
LENGTH_5_SEQ_828	NAMP	0.26
LENGTH_5_SEQ_829	AMP	0.60
LENGTH_5_SEQ_830	AMP	0.65
LENGTH_5_SEQ_831	NAMP	0.41
LENGTH_5_SEQ_832	AMP	0.62
LENGTH_5_SEQ_833	AMP	0.78
LENGTH_5_SEQ_834	AMP	0.52
LENGTH_5_SEQ_835	AMP	0.54
LENGTH_5_SEQ_836	NAMP	0.13
LENGTH_5_SEQ_837	AMP	0.59
LENGTH_5_SEQ_838	NAMP	0.33
LENGTH_5_SEQ_839	AMP	0.92
LENGTH_5_SEQ_840	AMP	0.90
LENGTH_5_SEQ_841	AMP	0.59
LENGTH_5_SEQ_842	NAMP	0.11
LENGTH_5_SEQ_843	AMP	0.58
LENGTH_5_SEQ_844	NAMP	0.11
LENGTH_5_SEQ_845	NAMP	0.24
LENGTH_5_SEQ_846	AMP	0.55
LENGTH_5_SEQ_847	NAMP	0.48
LENGTH_5_SEQ_848	AMP	0.53
LENGTH_5_SEQ_849	AMP	0.97
LENGTH_5_SEQ_850	NAMP	0.48
LENGTH_5_SEQ_851	AMP	0.55
LENGTH_5_SEQ_852	NAMP	0.47
LENGTH_5_SEQ_853	AMP	0.97
LENGTH_5_SEQ_854	NAMP	0.15
LENGTH_5_SEQ_855	NAMP	0.29
LENGTH_5_SEQ_856	AMP	0.68
LENGTH_5_SEQ_857	NAMP	0.43
LENGTH_5_SEQ_858	NAMP	0.26
LENGTH_5_SEQ_859	NAMP	0.13
LENGTH_5_SEQ_860	NAMP	0.25
LENGTH_5_SEQ_861	AMP	0.69
LENGTH_5_SEQ_862	NAMP	0.29
LENGTH_5_SEQ_863	NAMP	0.30
LENGTH_5_SEQ_864	NAMP	0.21
LENGTH_5_SEQ_865	NAMP	0.11
LENGTH_5_SEQ_866	AMP	0.54
LENGTH_5_SEQ_867	NAMP	0.32
LENGTH_5_SEQ_868	NAMP	0.15
LENGTH_5_SEQ_869	AMP	0.92
LENGTH_5_SEQ_870	AMP	0.75
LENGTH_5_SEQ_871	NAMP	0.17
LENGTH_5_SEQ_872	NAMP	0.22
LENGTH_5_SEQ_873	AMP	0.84
LENGTH_5_SEQ_874	NAMP	0.33
LENGTH_5_SEQ_875	AMP	0.83
LENGTH_5_SEQ_876	NAMP	0.17
LENGTH_5_SEQ_877	NAMP	0.48
LENGTH_5_SEQ_878	AMP	0.89
LENGTH_5_SEQ_879	AMP	0.53
LENGTH_5_SEQ_880	AMP	0.54
LENGTH_5_SEQ_881	NAMP	0.15
LENGTH_5_SEQ_882	NAMP	0.40
LENGTH_5_SEQ_883	AMP	0.96
LENGTH_5_SEQ_884	AMP	0.67
LENGTH_5_SEQ_885	AMP	0.64
LENGTH_5_SEQ_886	AMP	0.71
LENGTH_5_SEQ_887	AMP	0.84
LENGTH_5_SEQ_888	AMP	0.69
LENGTH_5_SEQ_889	AMP	0.62
LENGTH_5_SEQ_890	AMP	0.67
LENGTH_5_SEQ_891	NAMP	0.12
LENGTH_5_SEQ_892	AMP	0.53
LENGTH_5_SEQ_893	AMP	0.52
LENGTH_5_SEQ_894	AMP	0.55
LENGTH_5_SEQ_895	NAMP	0.26
LENGTH_5_SEQ_896	AMP	0.51
LENGTH_5_SEQ_897	NAMP	0.20
LENGTH_5_SEQ_898	NAMP	0.32
LENGTH_5_SEQ_899	NAMP	0.49
LENGTH_5_SEQ_900	AMP	0.90
LENGTH_5_SEQ_901	NAMP	0.38
LENGTH_5_SEQ_902	NAMP	0.44
LENGTH_5_SEQ_903	NAMP	0.41
LENGTH_5_SEQ_904	NAMP	0.32
LENGTH_5_SEQ_905	NAMP	0.24
LENGTH_5_SEQ_906	NAMP	0.25
LENGTH_5_SEQ_907	NAMP	0.11
LENGTH_5_SEQ_908	AMP	0.58
LENGTH_5_SEQ_909	AMP	0.80
LENGTH_5_SEQ_910	AMP	0.60
LENGTH_5_SEQ_911	NAMP	0.10
LENGTH_5_SEQ_912	AMP	0.56
LENGTH_5_SEQ_913	NAMP	0.15
LENGTH_5_SEQ_914	NAMP	0.33
LENGTH_5_SEQ_915	AMP	0.69
LENGTH_5_SEQ_916	AMP	0.72
LENGTH_5_SEQ_917	AMP	0.71
LENGTH_5_SEQ_918	AMP	0.61
LENGTH_5_SEQ_919	AMP	0.50
LENGTH_5_SEQ_920	NAMP	0.42
LENGTH_5_SEQ_921	NAMP	0.39
LENGTH_5_SEQ_922	AMP	0.87
LENGTH_5_SEQ_923	AMP	0.60
LENGTH_5_SEQ_924	AMP	0.87
LENGTH_5_SEQ_925	NAMP	0.12
LENGTH_5_SEQ_926	AMP	0.60
LENGTH_5_SEQ_927	AMP	0.63
LENGTH_5_SEQ_928	AMP	0.83
LENGTH_5_SEQ_929	AMP	0.60
LENGTH_5_SEQ_930	AMP	0.52
LENGTH_5_SEQ_931	AMP	0.94
LENGTH_5_SEQ_932	NAMP	0.25
LENGTH_5_SEQ_933	AMP	0.65
LENGTH_5_SEQ_934	AMP	0.70
LENGTH_5_SEQ_935	NAMP	0.10
LENGTH_5_SEQ_936	NAMP	0.22
LENGTH_5_SEQ_937	NAMP	0.35
LENGTH_5_SEQ_938	AMP	0.63
LENGTH_5_SEQ_939	AMP	0.61
LENGTH_5_SEQ_940	NAMP	0.27
LENGTH_5_SEQ_941	NAMP	0.44
LENGTH_5_SEQ_942	AMP	0.78
LENGTH_5_SEQ_943	NAMP	0.34
LENGTH_5_SEQ_944	AMP	0.64
LENGTH_5_SEQ_945	NAMP	0.34
LENGTH_5_SEQ_946	AMP	0.65
LENGTH_5_SEQ_947	NAMP	0.49
LENGTH_5_SEQ_948	AMP	0.96
LENGTH_5_SEQ_949	AMP	0.50
LENGTH_5_SEQ_950	NAMP	0.43
LENGTH_5_SEQ_951	AMP	0.63
LENGTH_5_SEQ_952	NAMP	0.12
LENGTH_5_SEQ_953	AMP	0.90
LENGTH_5_SEQ_954	AMP	0.97
LENGTH_5_SEQ_955	AMP	0.62
LENGTH_5_SEQ_956	NAMP	0.45
LENGTH_5_SEQ_957	AMP	0.83
LENGTH_5_SEQ_958	AMP	0.94
LENGTH_5_SEQ_959	NAMP	0.14
LENGTH_5_SEQ_960	AMP	0.57
LENGTH_5_SEQ_961	AMP	0.87
LENGTH_5_SEQ_962	NAMP	0.11
LENGTH_5_SEQ_963	AMP	0.85
LENGTH_5_SEQ_964	AMP	0.77
LENGTH_5_SEQ_965	NAMP	0.24
LENGTH_5_SEQ_966	AMP	0.72
LENGTH_5_SEQ_967	NAMP	0.44
LENGTH_5_SEQ_968	NAMP	0.10
LENGTH_5_SEQ_969	NAMP	0.30
LENGTH_5_SEQ_970	AMP	0.51
LENGTH_5_SEQ_971	NAMP	0.22
LENGTH_5_SEQ_972	AMP	0.69
LENGTH_5_SEQ_973	NAMP	0.48
LENGTH_5_SEQ_974	AMP	0.60
LENGTH_5_SEQ_975	AMP	0.84
LENGTH_5_SEQ_976	NAMP	0.32
LENGTH_5_SEQ_977	NAMP	0.36
LENGTH_5_SEQ_978	NAMP	0.29
LENGTH_5_SEQ_979	NAMP	0.46
LENGTH_5_SEQ_980	AMP	0.75
LENGTH_5_SEQ_981	AMP	0.83
LENGTH_5_SEQ_982	NAMP	0.46
LENGTH_5_SEQ_983	NAMP	0.38
LENGTH_5_SEQ_984	NAMP	0.24
LENGTH_5_SEQ_985	AMP	0.53
LENGTH_5_SEQ_986	NAMP	0.45
LENGTH_5_SEQ_987	NAMP	0.26
LENGTH_5_SEQ_988	NAMP	0.35
LENGTH_5_SEQ_989	NAMP	0.25
LENGTH_5_SEQ_990	AMP	0.64
LENGTH_5_SEQ_991	NAMP	0.47
LENGTH_5_SEQ_992	NAMP	0.30
LENGTH_5_SEQ_993	AMP	0.83
LENGTH_5_SEQ_994	NAMP	0.29
LENGTH_5_SEQ_995	AMP	0.91
LENGTH_5_SEQ_996	NAMP	0.47
LENGTH_5_SEQ_997	AMP	0.58
LENGTH_5_SEQ_998	NAMP	0.36
LENGTH_5_SEQ_999	AMP	0.73
LENGTH_5_SEQ_1000	AMP	0.61
LENGTH_10_SEQ_1	NAMP	0.15
LENGTH_10_SEQ_2	NAMP	0.06
LENGTH_10_SEQ_3	NAMP	0.15
LENGTH_10_SEQ_4	NAMP	0.12
LENGTH_10_SEQ_5	NAMP	0.37
LENGTH_10_SEQ_6	NAMP	0.04
LENGTH_10_SEQ_7	NAMP	0.06
LENGTH_10_SEQ_8	NAMP	0.18
LENGTH_10_SEQ_9	AMP	0.90
LENGTH_10_SEQ_10	NAMP	0.11
LENGTH_10_SEQ_11	NAMP	0.08
LENGTH_10_SEQ_12	NAMP	0.10
LENGTH_10_SEQ_13	AMP	0.99
LENGTH_10_SEQ_14	AMP	0.92
LENGTH_10_SEQ_15	NAMP	0.07
LENGTH_10_SEQ_16	AMP	0.93
LENGTH_10_SEQ_17	NAMP	0.06
LENGTH_10_SEQ_18	NAMP	0.23
LENGTH_10_SEQ_19	NAMP	0.09
LENGTH_10_SEQ_20	NAMP	0.14
LENGTH_10_SEQ_21	NAMP	0.07
LENGTH_10_SEQ_22	NAMP	0.10
LENGTH_10_SEQ_23	NAMP	0.04
LENGTH_10_SEQ_24	NAMP	0.16
LENGTH_10_SEQ_25	AMP	0.61
LENGTH_10_SEQ_26	NAMP	0.05
LENGTH_10_SEQ_27	NAMP	0.09
LENGTH_10_SEQ_28	NAMP	0.09
LENGTH_10_SEQ_29	AMP	0.89
LENGTH_10_SEQ_30	NAMP	0.03
LENGTH_10_SEQ_31	AMP	0.74
LENGTH_10_SEQ_32	NAMP	0.21
LENGTH_10_SEQ_33	NAMP	0.19
LENGTH_10_SEQ_34	NAMP	0.11
LENGTH_10_SEQ_35	NAMP	0.10
LENGTH_10_SEQ_36	NAMP	0.48
LENGTH_10_SEQ_37	NAMP	0.36
LENGTH_10_SEQ_38	NAMP	0.12
LENGTH_10_SEQ_39	AMP	0.89
LENGTH_10_SEQ_40	NAMP	0.23
LENGTH_10_SEQ_41	NAMP	0.15
LENGTH_10_SEQ_42	NAMP	0.35
LENGTH_10_SEQ_43	NAMP	0.13
LENGTH_10_SEQ_44	NAMP	0.05
LENGTH_10_SEQ_45	NAMP	0.08
LENGTH_10_SEQ_46	AMP	0.68
LENGTH_10_SEQ_47	NAMP	0.23
LENGTH_10_SEQ_48	NAMP	0.14
LENGTH_10_SEQ_49	NAMP	0.04
LENGTH_10_SEQ_50	NAMP	0.05
LENGTH_10_SEQ_51	NAMP	0.48
LENGTH_10_SEQ_52	AMP	0.72
LENGTH_10_SEQ_53	NAMP	0.16
LENGTH_10_SEQ_54	NAMP	0.09
LENGTH_10_SEQ_55	NAMP	0.06
LENGTH_10_SEQ_56	NAMP	0.22
LENGTH_10_SEQ_57	NAMP	0.07
LENGTH_10_SEQ_58	NAMP	0.42
LENGTH_10_SEQ_59	NAMP	0.05
LENGTH_10_SEQ_60	NAMP	0.04
LENGTH_10_SEQ_61	AMP	0.60
LENGTH_10_SEQ_62	NAMP	0.48
LENGTH_10_SEQ_63	NAMP	0.07
LENGTH_10_SEQ_64	NAMP	0.12
LENGTH_10_SEQ_65	AMP	0.69
LENGTH_10_SEQ_66	NAMP	0.15
LENGTH_10_SEQ_67	NAMP	0.17
LENGTH_10_SEQ_68	NAMP	0.03
LENGTH_10_SEQ_69	NAMP	0.02
LENGTH_10_SEQ_70	NAMP	0.15
LENGTH_10_SEQ_71	NAMP	0.06
LENGTH_10_SEQ_72	NAMP	0.07
LENGTH_10_SEQ_73	NAMP	0.13
LENGTH_10_SEQ_74	NAMP	0.08
LENGTH_10_SEQ_75	NAMP	0.06
LENGTH_10_SEQ_76	NAMP	0.33
LENGTH_10_SEQ_77	AMP	0.93
LENGTH_10_SEQ_78	NAMP	0.40
LENGTH_10_SEQ_79	NAMP	0.29
LENGTH_10_SEQ_80	NAMP	0.21
LENGTH_10_SEQ_81	AMP	0.54
LENGTH_10_SEQ_82	NAMP	0.05
LENGTH_10_SEQ_83	AMP	0.52
LENGTH_10_SEQ_84	NAMP	0.07
LENGTH_10_SEQ_85	NAMP	0.05
LENGTH_10_SEQ_86	AMP	0.56
LENGTH_10_SEQ_87	NAMP	0.39
LENGTH_10_SEQ_88	NAMP	0.07
LENGTH_10_SEQ_89	NAMP	0.24
LENGTH_10_SEQ_90	AMP	0.80
LENGTH_10_SEQ_91	AMP	0.96
LENGTH_10_SEQ_92	AMP	0.67
LENGTH_10_SEQ_93	NAMP	0.12
LENGTH_10_SEQ_94	NAMP	0.19
LENGTH_10_SEQ_95	NAMP	0.18
LENGTH_10_SEQ_96	NAMP	0.27
LENGTH_10_SEQ_97	NAMP	0.35
LENGTH_10_SEQ_98	AMP	0.96
LENGTH_10_SEQ_99	NAMP	0.08
LENGTH_10_SEQ_100	NAMP	0.08
LENGTH_10_SEQ_101	NAMP	0.06
LENGTH_10_SEQ_102	NAMP	0.08
LENGTH_10_SEQ_103	NAMP	0.11
LENGTH_10_SEQ_104	NAMP	0.22
LENGTH_10_SEQ_105	NAMP	0.15
LENGTH_10_SEQ_106	NAMP	0.23
LENGTH_10_SEQ_107	NAMP	0.30
LENGTH_10_SEQ_108	NAMP	0.44
LENGTH_10_SEQ_109	NAMP	0.10
LENGTH_10_SEQ_110	NAMP	0.19
LENGTH_10_SEQ_111	NAMP	0.07
LENGTH_10_SEQ_112	AMP	0.98
LENGTH_10_SEQ_113	NAMP	0.06
LENGTH_10_SEQ_114	NAMP	0.07
LENGTH_10_SEQ_115	NAMP	0.09
LENGTH_10_SEQ_116	NAMP	0.09
LENGTH_10_SEQ_117	NAMP	0.33
LENGTH_10_SEQ_118	NAMP	0.06
LENGTH_10_SEQ_119	NAMP	0.10
LENGTH_10_SEQ_120	NAMP	0.03
LENGTH_10_SEQ_121	NAMP	0.25
LENGTH_10_SEQ_122	NAMP	0.04
LENGTH_10_SEQ_123	NAMP	0.14
LENGTH_10_SEQ_124	NAMP	0.26
LENGTH_10_SEQ_125	NAMP	0.22
LENGTH_10_SEQ_126	AMP	0.80
LENGTH_10_SEQ_127	AMP	0.80
LENGTH_10_SEQ_128	NAMP	0.09
LENGTH_10_SEQ_129	NAMP	0.15
LENGTH_10_SEQ_130	NAMP	0.03
LENGTH_10_SEQ_131	NAMP	0.07
LENGTH_10_SEQ_132	NAMP	0.05
LENGTH_10_SEQ_133	NAMP	0.02
LENGTH_10_SEQ_134	NAMP	0.06
LENGTH_10_SEQ_135	NAMP	0.05
LENGTH_10_SEQ_136	NAMP	0.13
LENGTH_10_SEQ_137	NAMP	0.21
LENGTH_10_SEQ_138	NAMP	0.26
LENGTH_10_SEQ_139	AMP	0.59
LENGTH_10_SEQ_140	AMP	0.90
LENGTH_10_SEQ_141	NAMP	0.24
LENGTH_10_SEQ_142	NAMP	0.04
LENGTH_10_SEQ_143	NAMP	0.03
LENGTH_10_SEQ_144	NAMP	0.06
LENGTH_10_SEQ_145	NAMP	0.02
LENGTH_10_SEQ_146	NAMP	0.20
LENGTH_10_SEQ_147	NAMP	0.18
LENGTH_10_SEQ_148	NAMP	0.10
LENGTH_10_SEQ_149	NAMP	0.05
LENGTH_10_SEQ_150	NAMP	0.03
LENGTH_10_SEQ_151	NAMP	0.08
LENGTH_10_SEQ_152	NAMP	0.06
LENGTH_10_SEQ_153	NAMP	0.13
LENGTH_10_SEQ_154	NAMP	0.21
LENGTH_10_SEQ_155	AMP	0.97
LENGTH_10_SEQ_156	NAMP	0.12
LENGTH_10_SEQ_157	NAMP	0.08
LENGTH_10_SEQ_158	NAMP	0.12
LENGTH_10_SEQ_159	NAMP	0.46
LENGTH_10_SEQ_160	NAMP	0.09
LENGTH_10_SEQ_161	AMP	0.90
LENGTH_10_SEQ_162	NAMP	0.06
LENGTH_10_SEQ_163	AMP	0.53
LENGTH_10_SEQ_164	AMP	0.80
LENGTH_10_SEQ_165	NAMP	0.34
LENGTH_10_SEQ_166	NAMP	0.08
LENGTH_10_SEQ_167	NAMP	0.24
LENGTH_10_SEQ_168	NAMP	0.03
LENGTH_10_SEQ_169	NAMP	0.04
LENGTH_10_SEQ_170	AMP	0.58
LENGTH_10_SEQ_171	AMP	0.89
LENGTH_10_SEQ_172	NAMP	0.47
LENGTH_10_SEQ_173	NAMP	0.27
LENGTH_10_SEQ_174	NAMP	0.19
LENGTH_10_SEQ_175	NAMP	0.07
LENGTH_10_SEQ_176	NAMP	0.10
LENGTH_10_SEQ_177	NAMP	0.05
LENGTH_10_SEQ_178	NAMP	0.27
LENGTH_10_SEQ_179	NAMP	0.08
LENGTH_10_SEQ_180	NAMP	0.03
LENGTH_10_SEQ_181	NAMP	0.14
LENGTH_10_SEQ_182	AMP	0.63
LENGTH_10_SEQ_183	NAMP	0.05
LENGTH_10_SEQ_184	NAMP	0.11
LENGTH_10_SEQ_185	NAMP	0.09
LENGTH_10_SEQ_186	NAMP	0.13
